identifier	synonyms	search
Panc 03.27	panc327	pancreatic
Panc 02.03	panc02.03	pancreatic
Hs 766T	h766t	pancreatic
Panc 03.27	pl-11	pancreatic
PaTu 8988t	patu8988t	pancreatic
Panc 02.03	panc-02-03	pancreatic
SU.86.86	su8686	pancreatic
Panc 03.27	panc3.27	pancreatic
PSN1	psn-1	pancreatic
Hs 766T	hs766t	pancreatic
Hs 766T	hs-766t	pancreatic
PaTu 8902	patu 8902	pancreatic
HuP-T3	hup-t3	pancreatic
SU.86.86	su-86-86	pancreatic
PL18 [Human pancreatic adenocarcinoma]	pl18 [human pancreatic adenocarcinoma]	pancreatic
PaTu 8988t	patu 8988t	pancreatic
Panc 02.03	panc 2.03	pancreatic
Panc 02.03	panc0203	pancreatic
Hs 766T	hs 766	pancreatic
DAN-G	dan-g	pancreatic
Panc 03.27	pl11	pancreatic
SW1990	sw 1990	pancreatic
Panc 02.03	panc203	pancreatic
PaTu 8988t	8988t	pancreatic
PaTu 8902	8902	pancreatic
HPAC	hpac	pancreatic
Panc 03.27	panc0327	pancreatic
Panc 03.27	panc-327	pancreatic
Hs 766T	766t	pancreatic
Panc 03.27	panc 327	pancreatic
SU.86.86	su.86.86	pancreatic
SU.86.86	su.86	pancreatic
SW1990	sw-1990	pancreatic
PaTu 8988t	patu 8988 t	pancreatic
Panc 02.03	panc2.03	pancreatic
PaTu 8902	pacl2	pancreatic
Hs 766T	hs-766-t	pancreatic
DAN-G	dang	pancreatic
Panc 03.27	panc3_27	pancreatic
HuP-T4	hu-p-t4	pancreatic
Hs 766T	hs 766t	pancreatic
PL18 [Human pancreatic adenocarcinoma]	pl-18	pancreatic
HuP-T4	hupt4	pancreatic
HuP-T4	hup-t4	pancreatic
PaTu 8988t	patu-8988t	pancreatic
HuP-T3	hu-p-t3	pancreatic
HuP-T3	hupt3	pancreatic
Panc 02.03	panc 02.03	pancreatic
SW1990	sw1990	pancreatic
PSN1	psn1	pancreatic
Panc 03.27	panc-03-27	pancreatic
Panc 03.27	panc 3.27	pancreatic
Panc 02.03	panc 203	pancreatic
PaTu 8988t	patu-t	pancreatic
Panc 02.03	panc2_03	pancreatic
SU.86.86	su86.86	pancreatic
PaTu 8902	patu8902	pancreatic
PaTu 8902	patu-8902	pancreatic
Panc 03.27	panc-03.27	pancreatic
Panc 03.27	panc-3_27	pancreatic
Panc 03.27	panc_03_27	pancreatic
SU.86.86	su 86.86	pancreatic
PaTu 8988t	pacl4	pancreatic
PaTu 8988t	pa-tu t	pancreatic
SU.86.86	su86_86	pancreatic
PaTu 8988t	pa-tu-8988t	pancreatic
PaTu 8902	pa-tu-8902	pancreatic
SU.86.86	su86-86	pancreatic
Panc 03.27	panc 03.27	pancreatic
Hs 766T	hs 766.t	pancreatic
SK-GT-2	sk-gt-2	gastric
SK-GT-2	skgt2	gastric
HAL-01	hal-01	leukemia
JM-1	jm1	leukemia
HAL-01	hal-1	leukemia
HAL-01	hal01	leukemia
SUP-B8	supb8	leukemia
JM-1	jm-1	leukemia
SUP-B8	sup-b8	leukemia
G-401	g-401	rhabdoid
G-401	g401	rhabdoid
G-401	g 401	rhabdoid
PA-1	pa i	ovarian
PA-1	pa-1	ovarian
PA-1	pa1	ovarian
PA-1	pai	ovarian
A3/Kawakami	a3/kawa	lymphoma
VAL	val	lymphoma
DB	db	lymphoma
SU-DHL-10	sudhl10	lymphoma
CTB-1	ctb-1	lymphoma
ROS-50	ros-50	lymphoma
ROS-50	ros 50	lymphoma
ROS-50	ros50	lymphoma
A3/Kawakami	a3/kaw	lymphoma
SU-DHL-10	sudhl 10	lymphoma
Karpas-231	karpas-231	lymphoma
Karpas-231	k231	lymphoma
Karpas-231	karpas 231	lymphoma
ROS-50	ros.50	lymphoma
A3/Kawakami	a3-kaw	lymphoma
ROS-50	rotterdam suspension cell line no. 50	lymphoma
Karpas-231	karpas231	lymphoma
A3/Kawakami	a3/kawakami	lymphoma
SU-DHL-10	su-dhl-10	lymphoma
CTB-1	ctb1	lymphoma
SU-DHL-10	dhl10	lymphoma
RL	rl	lymphoma
SU-DHL-10	sudhl-10	lymphoma
SU-DHL-10	stanford university-diffuse histiocytic lymphoma-10	lymphoma
RD	te 32	rhabdomyosarcoma
RD	te32	rhabdomyosarcoma
RD	130 t	rhabdomyosarcoma
RD	te 32.t	rhabdomyosarcoma
RD	130t	rhabdomyosarcoma
RD	rd	rhabdomyosarcoma
RD	130-t	rhabdomyosarcoma
RD	r d	rhabdomyosarcoma
RD	te-32	rhabdomyosarcoma
RD	rd-2	rhabdomyosarcoma
A-204	a204	rhabdomyosarcoma
A-204	a-204	rhabdomyosarcoma
RD	rd 2	rhabdomyosarcoma
ESS-1	ess1	sarcoma
ESS-1	endometrial stromal sarcoma-1	sarcoma
ESS-1	ess-1	sarcoma
DoTc2 4510	dotc2 4510	cervical
DoTc2 4510	dotc2-4510	cervical
DoTc2 4510	dotc2	cervical
HT-3	ht-3	cervical
HT-3	ht3	cervical
HPAF-II	hpaf-2	pancreatic
Panc 10.05	panc1005	pancreatic
AsPC-1	aspc1	pancreatic
MZ-PC-1	mzpc-1	pancreatic
HPAF-II	hpaf ii	pancreatic
Panc 08.13	panc-08.13	pancreatic
Panc 04.03	panc 04.03	pancreatic
Capan-2	capan 2	pancreatic
Panc 04.03	panc-04-03	pancreatic
Panc 10.05	panc 1005	pancreatic
Panc 08.13	panc0813	pancreatic
AsPC-1	aspc-1	pancreatic
Panc 08.13	pl9	pancreatic
KP-1N	kp-1n	pancreatic
Panc 10.05	panc 10.05	pancreatic
Panc 08.13	panc_08_13	pancreatic
MIA PaCa-2	miapaca-2	pancreatic
Panc 08.13	panc 08.13	pancreatic
BxPC-3	bx-pc3	pancreatic
SUIT-2	suit2	pancreatic
Capan-2	capan2	pancreatic
BxPC-3	bxpc-3	pancreatic
Panc 08.13	panc8.13	pancreatic
HPAF-II	hpaf-ii/cd18	pancreatic
HPAF-II	cd18/hpaf	pancreatic
Panc 08.13	panc-08-13	pancreatic
MZ-PC-1	mz1-pc	pancreatic
HPAF-II	hpafii	pancreatic
Panc 08.13	panc08.13	pancreatic
HPAF-II	cd-18	pancreatic
Panc 04.03	panc_04_03	pancreatic
KP-1N	kp-1 n	pancreatic
HPAF-II	hpaf/cd18	pancreatic
MZ-PC-1	mz1pc	pancreatic
AsPC-1	as-pc1	pancreatic
BxPC-3	bxpc3	pancreatic
Panc 10.05	pa16c	pancreatic
KP-1N	kp1	pancreatic
Panc 08.13	panc813	pancreatic
Panc 04.03	panc4.03	pancreatic
MIA PaCa-2	miapaca2	pancreatic
Panc 08.13	panc 813	pancreatic
Capan-1	capan1	pancreatic
MIA PaCa-2	paca2	pancreatic
Panc 04.03	pa017c	pancreatic
BxPC-3	biopsy xenograft of pancreatic carcinoma line-3	pancreatic
PL4	pl-4	pancreatic
Panc 10.05	pl-12	pancreatic
Panc 08.13	pl-9	pancreatic
Panc 08.13	panc-813	pancreatic
HPAF-II	cd 18	pancreatic
Panc 04.03	pl 5	pancreatic
HPAF-II	hpaf-ii	pancreatic
MIA PaCa-2	mia paca2	pancreatic
Panc 04.03	panc0403	pancreatic
HPAF-II	hpaf2	pancreatic
Panc 08.13	panc 8.13	pancreatic
Panc 10.05	panc10.05	pancreatic
Panc 04.03	panc 4.03	pancreatic
SUIT-2	suit 2	pancreatic
SUIT-2	suit-2	pancreatic
MIA PaCa-2	mia-pa-ca-2	pancreatic
HPAF-II	cd18	pancreatic
Panc 04.03	pl5	pancreatic
Panc 04.03	pl-5	pancreatic
Panc 04.03	pa17c	pancreatic
MIA PaCa-2	mia-paca-2	pancreatic
Capan-1	capan 1	pancreatic
Capan-1	capan-1	pancreatic
MIA PaCa-2	miapaca.2	pancreatic
Panc 04.03	panc04.03	pancreatic
MIA PaCa-2	mia paca-2	pancreatic
Capan-2	capan-2	pancreatic
Panc 08.13	pa14c	pancreatic
Panc 10.05	panc-10-05	pancreatic
KP-1N	kp1n	pancreatic
PL4	pl4	pancreatic
Panc 08.13	panc-8_13	pancreatic
Panc 10.05	panc-10.05	pancreatic
MIA PaCa-2	mia paca 2	pancreatic
Panc 10.05	pl12	pancreatic
MZ-PC-1	mz-pc-1	pancreatic
Panc 04.03	panc403	pancreatic
NCI-H647	ncih647	lung
NCI-H596	nci-h596	lung
HCC366	hcc0366	lung
NCI-H596	h596	lung
NCI-H647	h647	lung
NCI-H513	ncih513	lung
NCI-H513	h513	lung
NCI-H596	nci-hut-596	lung
NCI-H513	hut513	lung
NCI-H647	h-647	lung
NCI-H513	h-513	lung
NCI-H596	ncih596	lung
NCI-H647	h647ell	lung
NCI-H513	nci-h513	lung
HCC366	hcc-366	lung
NCI-H647	nci-h647	lung
NCI-H596	h-596	lung
HCC366	hcc366	lung
P30/OHK	p30/ohk	leukemia
Reh	reh	leukemia
LC4-1	lc4-1	leukemia
SUP-B15	supb-15	leukemia
MHH-CALL-2	mhh-call 2	leukemia
SUP-B15	sup-b15	leukemia
ALL-PO	allpo	leukemia
MHH-CALL-4	mhhcall4	leukemia
ALL-PO	all-po	leukemia
P30/OHK	p30-ohkubo	leukemia
GR-ST	grst	leukemia
MHH-CALL-4	mhh-call4	leukemia
SUP-B15	supb15w	leukemia
MHH-CALL-2	mhh-call2	leukemia
P30/OHK	p30/0hk	leukemia
P30/OHK	p30/ohkubo	leukemia
KOPN-8	kopn-8	leukemia
MHH-CALL-2	mhhcall2	leukemia
SUP-B15	supb15wt	leukemia
SUP-B15	supb15	leukemia
P30/OHK	p30-ohk	leukemia
P30/OHK	p30 ohk	leukemia
MHH-CALL-4	mhh-call-4	leukemia
MHH-CALL-2	mhh-call-2	leukemia
P30/OHK	p30ohk	leukemia
KOPN-8	kopn8	leukemia
GR-ST	gr-st	leukemia
ATN-1	atn1	leukemia
TALL-1 [Human adult T-ALL]	tall1	leukemia
MOLT-4	gm02219d	leukemia
TALL-1 [Human adult T-ALL]	t-cell acute lymphoblastic leukemia-1	leukemia
Loucy	loucy	leukemia
MOLT-4	molt 4	leukemia
KE-37	ke 37	leukemia
MOLT-4	molt-4	leukemia
KE-37	ke37	leukemia
MOLT-4	molt4	leukemia
MOLT-4	gm2219c	leukemia
MOLT-4	molt.4	leukemia
KE-37	ke-37	leukemia
MOLT-4	gm02219c	leukemia
ATN-1	atn-1	leukemia
TALL-1 [Human adult T-ALL]	t-all-1	leukemia
TALL-1 [Human adult T-ALL]	tall-1 [human adult t-all]	leukemia
CTV-1	ctv1	leukemia
TALL-1 [Human adult T-ALL]	t-all 1	leukemia
TALL-1 [Human adult T-ALL]	t-all1	leukemia
CTV-1	ctv-1	leukemia
MOLT-4	gm02219	leukemia
TALL-1 [Human adult T-ALL]	tall 1	leukemia
A4/Fukuda	a4/fukuda	leukemia
NALM-6	nalm 6	leukemia
BALL-1	ball1	leukemia
BALL-1	ball 1	leukemia
A4/Fukuda	a4/fuk	leukemia
RS4;11	rs4:11	leukemia
A4/Fukuda	a4-fuk	leukemia
NALM-6	nalm-6	leukemia
RS4;11	rs411	leukemia
BALL-1	b-cell acute lymphoblastic leukemia-1	leukemia
BALL-1	ball-1	leukemia
NALM-6	nalm6	leukemia
RS4;11	rs4-11	leukemia
RS4;11	rs 4;11	leukemia
NALM-6	nalm-6-m1	leukemia
RS4;11	rs4;11	leukemia
RS4;11	rs(4;11)	leukemia
NY	ny	osteosarcoma
CAL-72	centre antoine lacassagne-72	osteosarcoma
SaOS-2	saos 2	osteosarcoma
U2OS	u-2-os	osteosarcoma
U2OS	u20s	osteosarcoma
SaOS-2	saos2	osteosarcoma
MG-63	mg-63	osteosarcoma
HuO9	hu09	osteosarcoma
U2OS	u-2os	osteosarcoma
U2OS	2t	osteosarcoma
HOS	hos	osteosarcoma
U2OS	u20-s	osteosarcoma
SaOS-2	saos-2	osteosarcoma
SJSA-1	osa	osteosarcoma
MG-63	m-g63	osteosarcoma
SJSA-1	osa-cl	osteosarcoma
SaOS-2	saos	osteosarcoma
G-292 clone A141B1	g-292	osteosarcoma
CAL-72	cal72	osteosarcoma
U2OS	u2-os	osteosarcoma
SaOS-2	sarcoma osteogenic-2	osteosarcoma
NOS-1 [Human osteosarcoma]	nos-1 [human osteosarcoma]	osteosarcoma
MG-63	mg63	osteosarcoma
NOS-1 [Human osteosarcoma]	nos1	osteosarcoma
CAL-72	cal-72	osteosarcoma
SJSA-1	osacl	osteosarcoma
HuO9	huo9	osteosarcoma
G-292 clone A141B1	g-292 clone a141b1	osteosarcoma
HuO-3N1	huo-3n1	osteosarcoma
G-292 clone A141B1	g292	osteosarcoma
G-292 clone A141B1	g-292, clone a141b1	osteosarcoma
U2OS	u-2 os	osteosarcoma
G-292 clone A141B1	g 292 clone a 141b1	osteosarcoma
U2OS	u2os	osteosarcoma
SJSA-1	sjsa-1	osteosarcoma
CAL-72	cal 72	osteosarcoma
SJSA-1	sjsa	osteosarcoma
HuO-3N1	huo3n1	osteosarcoma
SJSA-1	sjsa1	osteosarcoma
NKM-1	nkm-1	leukemia
GDM-1	gdm-1	leukemia
OCI-AML-5	ociaml5	leukemia
SIG-M5	sig-m5	leukemia
OCI-AML-3	oci/aml3	leukemia
OCI-AML-2	oci/aml-2	leukemia
HL-60	hl60	leukemia
SIG-M5	sigm5	leukemia
CESS	cess	leukemia
MC-1010	mc1010	leukemia
OCI-AML-2	oci-aml2	leukemia
MOLM-13	molm13	leukemia
KG-1	kg1	leukemia
OCI-AML-5	oci-aml-5	leukemia
OCI-AML-5	oci-aml5	leukemia
KO52	k052	leukemia
OCI-AML-5	ontario cancer institute-acute myeloid leukemia-5	leukemia
OCI-AML-3	oci aml3	leukemia
ME-1 [Human leukemia]	me-1 [human leukemia]	leukemia
OCI-AML-5	oci/aml-5	leukemia
OCI-AML-3	oci/aml-3	leukemia
QIMR-WIL	qimr-wil	leukemia
OCI-M1	oci m1	leukemia
SKM-1	skm-1	leukemia
OCI-AML-3	oci-aml-3	leukemia
OCI-AML-2	oci aml2	leukemia
ML-2	ml2	leukemia
NKM-1	nkm1	leukemia
SKM-1	skm1	leukemia
HL-60	hl 60	leukemia
OCI-AML-3	ontario cancer institute-acute myeloid leukemia-3	leukemia
OCI-AML-2	ociaml2	leukemia
OCI-M1	oci-m1	leukemia
PL-21	pl21	leukemia
ML-2	ml-2	leukemia
OCI-AML-5	oci/aml5	leukemia
KO52	k-052	leukemia
OCI-AML-2	ontario cancer institute-acute myeloid leukemia-2	leukemia
MOLM-16	molm16	leukemia
HL-60	hl-60	leukemia
GDM-1	gdm1	leukemia
HD-MY-Z	hdmyz	leukemia
MOLM-16	molm-16	leukemia
KG-1	kg-1	leukemia
KO52	ko52	leukemia
OCI-AML-3	ociaml3	leukemia
ME-1 [Human leukemia]	me1	leukemia
OCI-AML-2	aml-2	leukemia
HD-MY-Z	hd-myz	leukemia
OCI-AML-3	oci-aml3	leukemia
QIMR-WIL	wil	leukemia
MC-1010	mc-1010	leukemia
OCI-AML-2	oci-aml-2	leukemia
OCI-AML-5	oci aml5	leukemia
MOLM-13	molm 13	leukemia
OCI-AML-2	oci/aml2	leukemia
PL-21	pl-21	leukemia
HD-MY-Z	hd-my-z	leukemia
MOLM-13	molm-13	leukemia
OCI-M1	ocim1	leukemia
P31/FUJ	p31/fuj	leukemia
P31/FUJ	p31fuj	leukemia
P31/FUJ	p31/fujioka	leukemia
P31/FUJ	p31-fuj	leukemia
P31/FUJ	p31 fuj	leukemia
THP-1	thp 1	leukemia
MV4-11	mv(4;11)	leukemia
MV4-11	mv4;11	leukemia
MV4-11	mv-4-11	leukemia
THP-1	tohoku hospital pediatrics-1	leukemia
MV4-11	mv4ii	leukemia
MV4-11	mv4-11	leukemia
THP-1	thp1	leukemia
THP-1	thp-1(atcc)	leukemia
MV4-11	mv-4:11	leukemia
THP-1	thp-1	leukemia
MV4-11	mv 4;11	leukemia
THP-1	thpi	leukemia
MV4-11	mv4:11	leukemia
MV4-11	mv411	leukemia
TGBC1TKB	tgbc1-tkb	gallbladder
TGBC1TKB	tgbc-1tkb	gallbladder
TGBC1TKB	tgbc1tkb	gallbladder
TGBC1TKB	tgbc-1-tkb	gallbladder
TGBC1TKB	tgbc-1	gallbladder
H9	h-9	fungoides
H9	ht clone h9	fungoides
H9	ht(h9)	fungoides
H9	h 9	fungoides
H9	h9	fungoides
Karpas-1106P	karpas-1106	lymphoma
Karpas-1106P	karpas1106p	lymphoma
Karpas-1106P	karpas1106	lymphoma
Karpas-1106P	karpas-1106p	lymphoma
Karpas-1106P	karpas 1106p	lymphoma
Karpas-1106P	k1106	lymphoma
Karpas-1106P	karpas 1106	lymphoma
ESO-26	eso-26	gastroesophageal
ESO-26	eso26	gastroesophageal
SW13	sw 13	adrenal
SW13	sw-13	adrenal
SW13	scott and white no. 13	adrenal
SW13	sw13	adrenal
L-1236	l1236	lymphoma
HDLM-2	hd-lm-2	lymphoma
SUP-HD1	suphd1	lymphoma
L-540	l 540	lymphoma
SUP-HD1	sup-hd1	lymphoma
SUP-HD1	sup-hd-1	lymphoma
L-428	l 428	lymphoma
L-428	l428	lymphoma
L-540	l-540	lymphoma
HDLM-2	hdlm2	lymphoma
L-1236	l-1236	lymphoma
L-540	l540	lymphoma
HDLM-2	hdlm-2	lymphoma
KM-H2	kmh2	lymphoma
L-1236	l 1236	lymphoma
KM-H2	km h-2	lymphoma
KM-H2	km-h2	lymphoma
L-428	l-428	lymphoma
U-698-M	u698m	lymphoma
U-698-M	u-698	lymphoma
U-698-M	u-698 m	lymphoma
U-698-M	u698	lymphoma
U-698-M	u-698m	lymphoma
U-698-M	u698-m	lymphoma
U-698-M	u-698-m	lymphoma
Kasumi-1	kasumi-1	leukemia
Kasumi-1	kasumi1	leukemia
Kasumi-1	kasumi 1	leukemia
CaR-1	car1	rectal
SW837	sw 837	rectal
SNU-61	snu61	rectal
SW1463	sw1463	rectal
SNU-61	snu-61	rectal
CaR-1	car-1	rectal
RCM-1 [Human rectum adenocarcinoma]	rcm1	rectal
SW1463	sw 1463	rectal
SW837	sw-837	rectal
SNU-283	snu-283	rectal
SW837	sw837	rectal
SNU-61	nci-snu-61	rectal
SNU-283	nci-snu-283	rectal
SW1463	sw-1463	rectal
RCM-1 [Human rectum adenocarcinoma]	rcm-1 [human rectum adenocarcinoma]	rectal
SNU-283	snu283	rectal
BB65-RCC	bb65 rcc	renal
786-O	786-o rcc	renal
CAL-54	cal54	renal
VMRC-RCZ	virginia mason research center-renal cancer z	renal
SN12C	sn12c	renal
LB2241-RCC	lb2241-rcc	renal
786-O	7860	renal
UO-31	u031	renal
786-O	rcc 786-o	renal
CAL-54	centre antoine lacassagne-54	renal
SW156	sw156	renal
A-498	a-498	renal
OS-RC-2	osrc2	renal
CAL-54	cal 54	renal
769-P	769p	renal
RCC10RGB	rcc-10rgb	renal
SW156	sw 156	renal
786-O	786-0wt	renal
VMRC-RCZ	vmrc-rcz	renal
RXF 393L	rxf 393nl	renal
LB996-RCC	lb996	renal
SN12C	sn-12c	renal
786-O	rcc 7860	renal
786-O	rcc_7860	renal
LB2241-RCC	lb2241rcc	renal
OS-RC-2	os-rc-2	renal
RCC10RGB	rcc10rgb	renal
RXF 393L	rxf393	renal
A-704	a-704	renal
VMRC-RCW	virginia mason research center-renal cancer w	renal
RXF 393L	rxf.393	renal
BB65-RCC	bb65	renal
LB1047-RCC	lb1047-rcc	renal
A-704	a704	renal
UO-31	uo.31	renal
BB65-RCC	bb65-rcc	renal
RCC10RGB	rcc10 rgb	renal
786-O	786.o	renal
LB996-RCC	lb996-rcc	renal
UO-31	uo-31	renal
LB1047-RCC	lb1047	renal
LB1047-RCC	lb1047rcc	renal
VMRC-RCW	thomas wirts	renal
VMRC-RCW	vmrc-rcw	renal
NCC010	ncc010	renal
786-O	786-o	renal
OS-RC-2	rc-2	renal
786-O	786o	renal
A-704	a.704	renal
LB996-RCC	lb996rcc	renal
SW156	sw-156	renal
786-O	786-0	renal
A-498	a498	renal
VMRC-RCW	vmrcrcw	renal
RCC10RGB	rgb	renal
BB65-RCC	bb65rcc	renal
RCC10RGB	10rgb	renal
NCC021	ncc021	renal
769-P	769-p	renal
HA7-RCC	ha7rcc	renal
RXF 393L	rxf 393l	renal
UO-31	uo31	renal
CAL-54	cal-54	renal
HA7-RCC	ha7-rcc	renal
RXF 393L	rxf393l	renal
RXF 393L	rxf 393	renal
RXF 393L	rxf-393 l	renal
VMRC-RCZ	vmrcrcz	renal
RXF 393L	rxf-393	renal
KINGS-1	kings1	astrocytoma
MOG-G-UVW	g-uvw	astrocytoma
MOG-G-UVW	uvw	astrocytoma
MOG-G-CCM	mog-g-ccm	astrocytoma
MOG-G-UVW	mogguvw	astrocytoma
MOG-G-CCM	go-g-ccm	astrocytoma
MOG-G-CCM	g-ccm	astrocytoma
SW1783	sw-1783	astrocytoma
MOG-G-CCM	moggccm	astrocytoma
SW1783	sw 1783	astrocytoma
MOG-G-UVW	mog-guvw	astrocytoma
MOG-G-UVW	go-g-uvw	astrocytoma
SW1783	sw1783	astrocytoma
KINGS-1	kings-1	astrocytoma
MOG-G-CCM	ccm	astrocytoma
MOG-G-UVW	mog-g-uvw	astrocytoma
QGP-1	qgp 1	pancreatic
QGP-1	qgp-1	pancreatic
QGP-1	qgp1	pancreatic
SCH	sch	gastric
WIL2 NS	wil2 non-secreting	spherocytosis
WIL2 NS	wil2 ns	spherocytosis
WIL2 NS	wil2ns	spherocytosis
WIL2 NS	wil2-ns	spherocytosis
WIL2 NS	wil-2-ns	spherocytosis
WIL2 NS	wil-2ns	spherocytosis
WIL2 NS	wi-l2 ns	spherocytosis
RPMI-6666	rpmi-6666	NA
Hs 445	hs 445	NA
Hs 445	hs-445	NA
Hs 445	hs 445t	NA
ARH-77	arh77	NA
EHEB	eheb	NA
PWR-1E	pwr-1e	NA
RPMI-6666	rpmi 6666	NA
NCI-H630	h630	NA
NCI-H630	h-630	NA
NCI-H630	ncih630	NA
NCI-H630	nci-h630	NA
RPMI-6666	rpmi6666	NA
RPMI-6666	roswell park memorial institute 6666	NA
MC/CAR	mc-car	NA
MC/CAR	mccar	NA
Hs 445	hs445	NA
MC/CAR	mc/car	NA
IM-9	im 9	NA
IM-9	im9	NA
PWR-1E	pwr1e	NA
ARH-77	arh-77	NA
ARH-77	arh 77	NA
IM-9	im-9	NA
IM-9	gm04680	NA
PC-3_[JPC-3]	pc-3_[jpc-3]	lung
MCC13	mcc13	merkel
Sarc9371	sarc9371	osteosarcoma
LIM1215	lim1215	colon
Set2	set2	leukemia
KATOIII	katoiii	gastric
TT	tt	thyroid
CRO-AP3	cro-ap3	lymphoma
UDSCC2	udscc2	hypopharynx
GEO	geo	colon
MCC26	mcc26	merkel
SW403	sw403	colon
JHH-1	jhh-1	hepatocellular
