identifier	synonyms	search	citations	isAuthor	letterCnt	numCnt	totalCnt	filtered_citations	summed_citations
LN-405	ln 405	glioblastoma	37	FALSE	2	3	5	37	119
Onda 10	no-10	glioblastoma	5650	FALSE	2	2	4	5650	5911
Onda 11	no.11	glioblastoma	5630	FALSE	2	2	4	5630	6286
SNB-75	snb75	glioblastoma	99	FALSE	3	2	5	99	316
D-263MG	d263mg	glioblastoma	2	FALSE	3	3	6	2	32
KNS-81-FD	kns81fd	glioblastoma	NA	FALSE	5	2	7	NA	3
GMS-10	gms10	glioblastoma	11	FALSE	3	2	5	11	26
U-87MG ATCC	u87-mg	glioblastoma	4430	FALSE	3	2	5	4430	46088
KNS-81-FD	kns-81fd	glioblastoma	NA	FALSE	5	2	7	NA	3
D-263MG	d-263mg	glioblastoma	11	FALSE	3	3	6	11	32
U-87MG ATCC	u-87-mg	glioblastoma	2560	FALSE	3	2	5	2560	46088
CML-T1	cml t1	leukemia	127	FALSE	4	1	5	127	141
KCL-22	kcl-22	leukemia	337	FALSE	3	2	5	337	894
Ku812	ku812	leukemia	1130	FALSE	2	3	5	1130	1404
CML-T1	cml-t1	leukemia	127	FALSE	4	1	5	127	141
MEG-01	meg01	leukemia	268	FALSE	3	2	5	268	1348
LAMA-84	lama84	leukemia	366	FALSE	4	2	6	366	785
RPMI-8866	rpmi-8866	leukemia	375	FALSE	4	4	8	375	447
KCL-22	kcl22s	leukemia	14	FALSE	4	2	6	14	894
Ku812	ku-812	leukemia	274	FALSE	2	3	5	274	1404
CML-T1	cmlt-1	leukemia	2	FALSE	4	1	5	2	141
CML-T1	cmlt1	leukemia	12	FALSE	4	1	5	12	141
BV-173	bv-173	leukemia	374	FALSE	2	3	5	374	1394
RPMI-8866	rpmi 8866	leukemia	375	FALSE	4	4	8	375	447
RPMI-8866	r8866	leukemia	2	FALSE	1	4	5	2	447
JURL-MK1	jurl-mk1	leukemia	112	FALSE	6	1	7	112	112
Ku812	ku 812	leukemia	274	FALSE	2	3	5	274	1404
K-562	k562	leukemia	38600	FALSE	1	3	4	38600	48561
LAMA-84	lama-84	leukemia	419	FALSE	4	2	6	419	785
K-562	k-562	leukemia	9960	FALSE	1	3	4	9960	48561
Ku812	ku.812	leukemia	274	FALSE	2	3	5	274	1404
RPMI-8866	roswell park memorial institute 8866	leukemia	NA	FALSE	28	4	32	NA	447
KCL-22	kcl22	leukemia	543	FALSE	3	2	5	543	894
RPMI-8866	rpmi8866	leukemia	70	FALSE	4	4	8	70	447
MEG-01	meg-01	leukemia	1080	FALSE	3	2	5	1080	1348
K-562	gm05372e	leukemia	NA	FALSE	3	5	8	NA	48561
BV-173	bv173	leukemia	1020	FALSE	2	3	5	1020	1394
K-562	gm05372	leukemia	1	FALSE	2	5	7	1	48561
K-562	k 562	leukemia	9960	FALSE	1	3	4	9960	48561
NB4	nb.4	leukemia	1080	FALSE	2	1	3	1080	9250
NB4	nb-4	leukemia	1080	FALSE	2	1	3	1080	9250
NB4	nb4	leukemia	8170	FALSE	2	1	3	8170	9250
SW872	sw 872	liposarcoma	175	FALSE	2	3	5	175	541
SW872	sw-872	liposarcoma	175	FALSE	2	3	5	175	541
SW872	sw872	liposarcoma	366	FALSE	2	3	5	366	541
RF-48	rf-48	lymphoma	27	FALSE	2	2	4	27	35
RF-48	rf48	lymphoma	8	FALSE	2	2	4	8	35
Sc-1	sci-1	lymphoma	1060	FALSE	3	1	4	1060	2525
Sc-1	sc1	lymphoma	366	FALSE	2	1	3	366	2525
Sc-1	scott	lymphoma	34400	FALSE	5	0	5	NA	2525
Sc-1	sc-1	lymphoma	1090	FALSE	2	1	3	1090	2525
Sc-1	sci1	lymphoma	9	FALSE	3	1	4	9	2525
D283 Med	d283 med	medulloblastoma	409	FALSE	4	3	7	409	1643
D283 Med	med 283	medulloblastoma	9	FALSE	3	3	6	9	1643
Daoy	d-324 med	medulloblastoma	1	FALSE	4	3	7	1	2356
D283 Med	d-283med	medulloblastoma	7	FALSE	4	3	7	7	1643
D283 Med	d-283 med	medulloblastoma	34	FALSE	4	3	7	34	1643
ONS-76	ons-76	medulloblastoma	182	FALSE	3	2	5	182	299
Daoy	d324 med	medulloblastoma	9	FALSE	4	3	7	9	2356
D283 Med	h283	medulloblastoma	4	FALSE	1	3	4	4	1643
D283 Med	d283-med	medulloblastoma	409	FALSE	4	3	7	409	1643
Daoy	d324	medulloblastoma	26	FALSE	1	3	4	26	2356
Daoy	daoy	medulloblastoma	2320	FALSE	4	0	4	2320	2356
D283 Med	d283med	medulloblastoma	203	FALSE	4	3	7	203	1643
D283 Med	d283	medulloblastoma	919	FALSE	1	3	4	919	1643
D283 Med	d-283	medulloblastoma	58	FALSE	1	3	4	58	1643
Daoy	d-324med	medulloblastoma	NA	FALSE	4	3	7	NA	2356
ONS-76	ons76	medulloblastoma	117	FALSE	3	2	5	117	299
IST-MEL1	istmel1	melanoma	3	FALSE	6	1	7	3	5
Mel Ho	mel-ho	melanoma	158	FALSE	5	0	5	158	203
WM35	wm-35	melanoma	124	FALSE	2	2	4	124	1159
LB373-MEL-D	lb373-mel-d	melanoma	2	FALSE	6	3	9	2	2
IST-MEL1	ist-mel1	melanoma	2	FALSE	6	1	7	2	5
LB373-MEL-D	lb373meld	melanoma	NA	FALSE	6	3	9	NA	2
WM278	wm278	melanoma	227	FALSE	2	3	5	227	244
SK-MEL-24	sk-mel-24	melanoma	267	FALSE	5	2	7	267	345
SK-MEL-2	sk-mel2	melanoma	219	FALSE	5	1	6	219	7089
RPMI-7951	roswell park memorial institute 7951	melanoma	NA	FALSE	28	4	32	NA	632
IGR-37	igr-37	melanoma	62	FALSE	3	2	5	62	855
CHL-1	chl-1	melanoma	225	FALSE	3	1	4	225	494
SK-MEL-1	sk mel 1	melanoma	458	FALSE	5	1	6	458	698
COLO 783	colo783	melanoma	5	FALSE	4	3	7	5	5
WM115	wm115	melanoma	700	FALSE	2	3	5	700	1047
MZ-MEL-7	mz-mel-7	melanoma	4	FALSE	5	1	6	4	75
WM115	wm115f	melanoma	3	FALSE	3	3	6	3	1047
UACC-257	uacc 257	melanoma	1110	FALSE	4	3	7	1110	1259
WM793	wc00062	melanoma	6	FALSE	2	5	7	6	869
UACC-62	uacc62	melanoma	316	FALSE	4	2	6	316	2026
HT-144	ht 144	melanoma	443	FALSE	2	3	5	443	805
UACC-62	uacc.62	melanoma	1710	FALSE	4	2	6	1710	2026
SK-MEL-2	sk-mel-2	melanoma	3260	FALSE	5	1	6	3260	7089
SK-MEL-2	sk-mel 2	melanoma	3260	FALSE	5	1	6	3260	7089
MMAc-SF	mmac.sf	melanoma	3	FALSE	6	0	6	3	3
MMAc-SF	mmac-sf	melanoma	3	FALSE	6	0	6	3	3
COLO 783	colo-783	melanoma	5	FALSE	4	3	7	5	5
RVH-421	rvh 421	melanoma	23	FALSE	3	3	6	23	43
HT-144	ht144mel	melanoma	NA	FALSE	5	3	8	NA	805
SK-MEL-24	sk-mel24	melanoma	16	FALSE	5	2	7	16	345
SK-MEL-24	skmel-24	melanoma	14	FALSE	5	2	7	14	345
SK-MEL-2	skml2	melanoma	1	FALSE	4	1	5	1	7089
SH-4	sh4	melanoma	244	FALSE	2	1	3	244	401
WM793	wm-793	melanoma	73	FALSE	2	3	5	73	869
UACC-62	uacc-62	melanoma	1710	FALSE	4	2	6	1710	2026
SH-4	sh-4	melanoma	157	FALSE	2	1	3	157	401
Hs 939.T	hs939-t	melanoma	2	FALSE	3	3	6	2	18
MMAc-SF	mmac-serum free	melanoma	NA	FALSE	13	0	13	NA	3
Mel Ho	ho	melanoma	NA	FALSE	2	0	2	NA	203
WM278	wm-278	melanoma	17	FALSE	2	3	5	17	244
SK-MEL-24	skmel24	melanoma	47	FALSE	5	2	7	47	345
IGR-37	igr 37	melanoma	62	FALSE	3	2	5	62	855
CP67-MEL	cp67mel	melanoma	NA	FALSE	5	2	7	NA	NA
IGR-37	igr37	melanoma	93	FALSE	3	2	5	93	855
VMRC-MELG	vmrc-melg	melanoma	29	FALSE	8	0	8	29	30
SK-MEL-1	sk 1	melanoma	163	FALSE	2	1	3	163	698
COLO 741	colo741	melanoma	44	FALSE	4	3	7	44	69
WM115	wm 115	melanoma	343	FALSE	2	3	5	343	1047
SK-MEL-24	sk mel 24	melanoma	267	FALSE	5	2	7	267	345
A101D	a101d	melanoma	65	FALSE	2	3	5	65	67
SK-MEL-1	sk-mel-1	melanoma	458	FALSE	5	1	6	458	698
Mel Ho	mel ho	melanoma	158	FALSE	5	0	5	158	203
IGR-1	igr 1	melanoma	98	FALSE	3	1	4	98	215
VMRC-MELG	leggee	melanoma	1	FALSE	6	0	6	1	30
Hs 939.T	hs 939.t	melanoma	5	FALSE	3	3	6	5	18
SK-MEL-1	skmel1	melanoma	21	FALSE	5	1	6	21	698
K2 [Human melanoma]	k2 [human melanoma]	melanoma	NA	FALSE	14	1	15	NA	NA
WM115	wm115mel	melanoma	1	FALSE	5	3	8	1	1047
SK-MEL-1	sk-mel1	melanoma	25	FALSE	5	1	6	25	698
CP67-MEL	cp67-mel	melanoma	NA	FALSE	5	2	7	NA	NA
UACC-257	uacc-257	melanoma	1110	FALSE	4	3	7	1110	1259
SK-MEL-1	skmel-1	melanoma	31	FALSE	5	1	6	31	698
CP66-MEL	cp66mel	melanoma	NA	FALSE	5	2	7	NA	15
A101D	a-101d	melanoma	2	FALSE	2	3	5	2	67
Mel Ho	melho	melanoma	45	FALSE	5	0	5	45	203
MZ-MEL-2	mz-mel-2	melanoma	10	FALSE	5	1	6	10	268
MZ-MEL-2	mz2-mel	melanoma	231	FALSE	5	1	6	231	268
CP50-MEL-B	cp50-mel	melanoma	9	FALSE	5	2	7	9	11
HT-144	ht-144	melanoma	443	FALSE	2	3	5	443	805
MZ-MEL-2	mz mel 2	melanoma	10	FALSE	5	1	6	10	268
Hs 939.T	hs939t	melanoma	11	FALSE	3	3	6	11	18
RPMI-7951	rpmi-7951	melanoma	418	FALSE	4	4	8	418	632
CHL-1	chl1	melanoma	269	FALSE	3	1	4	269	494
WM793	wm793b	melanoma	113	FALSE	3	3	6	113	869
WM793	wm 793b	melanoma	4	FALSE	3	3	6	4	869
UACC-257	uacc.257	melanoma	1110	FALSE	4	3	7	1110	1259
LB2518-MEL	lb2518mel	melanoma	NA	FALSE	5	4	9	NA	2
SK-MEL-2	sk.mel.2	melanoma	3270	FALSE	5	1	6	3270	7089
MZ-MEL-2	mz2mel	melanoma	8	FALSE	5	1	6	8	268
CP66-MEL	cp66-mel	melanoma	4	FALSE	5	2	7	4	15
MZ-MEL-7	mz7	melanoma	42	FALSE	2	1	3	42	75
MZ-MEL-7	mz7-mel	melanoma	26	FALSE	5	1	6	26	75
Hs 939.T	hs-939-t	melanoma	5	FALSE	3	3	6	5	18
WM793	wm 793	melanoma	73	FALSE	2	3	5	73	869
WM115	wm115-mel	melanoma	NA	FALSE	5	3	8	NA	1047
G-361	g361	melanoma	1740	FALSE	1	3	4	1740	2337
SK-MEL-1	sk-mel 1	melanoma	458	FALSE	5	1	6	458	698
WM115	wm-115	melanoma	343	FALSE	2	3	5	343	1047
CP66-MEL	cp66	melanoma	11	FALSE	2	2	4	11	15
LB2518-MEL	lb2518-mel	melanoma	2	FALSE	5	4	9	2	2
UACC-62	university of arizona cell culture-62	melanoma	NA	FALSE	30	2	32	NA	2026
MZ-MEL-7	mz7mel	melanoma	3	FALSE	5	1	6	3	75
COLO 741	colo 741	melanoma	25	FALSE	4	3	7	25	69
COLO 741	colo-741	melanoma	25	FALSE	4	3	7	25	69
SK-MEL-2	sk mel 2	melanoma	3260	FALSE	5	1	6	3260	7089
RPMI-7951	rpmi 7951	melanoma	418	FALSE	4	4	8	418	632
COLO 783	colo 783	melanoma	5	FALSE	4	3	7	5	5
COLO 792	colo792	melanoma	7	FALSE	4	3	7	7	24
IGR-1	igr1	melanoma	117	FALSE	3	1	4	117	215
WM793	wm-793b	melanoma	4	FALSE	3	3	6	4	869
HT-144	ht144-mel	melanoma	5	FALSE	5	3	8	5	805
HT-144	ht144	melanoma	357	FALSE	2	3	5	357	805
G-361	g-361	melanoma	592	FALSE	1	3	4	592	2337
WM793	wm793	melanoma	670	FALSE	2	3	5	670	869
RVH-421	rvh-421	melanoma	23	FALSE	3	3	6	23	43
COLO 792	colo-792	melanoma	17	FALSE	4	3	7	17	24
WM793	wml 793	melanoma	3	FALSE	3	3	6	3	869
WM35	wm35	melanoma	1030	FALSE	2	2	4	1030	1159
WM115	wc00079	melanoma	NA	FALSE	2	5	7	NA	1047
CP50-MEL-B	cp50melb	melanoma	NA	FALSE	6	2	8	NA	11
SK-MEL-2	skmel-2	melanoma	141	FALSE	5	1	6	141	7089
SK-MEL-24	aq-mel	melanoma	1	FALSE	5	0	5	1	345
SK-MEL-2	skmel2	melanoma	198	FALSE	5	1	6	198	7089
COLO 792	colo 792	melanoma	17	FALSE	4	3	7	17	24
WM35	wc00060	melanoma	5	FALSE	2	5	7	5	1159
RPMI-7951	rpmi7951	melanoma	214	FALSE	4	4	8	214	632
G-361	g361mel	melanoma	NA	FALSE	4	3	7	NA	2337
G-361	g361-mel	melanoma	5	FALSE	4	3	7	5	2337
WM278	wc00054	melanoma	NA	FALSE	2	5	7	NA	244
IGR-1	igr-1	melanoma	98	FALSE	3	1	4	98	215
MZ-MEL-2	mz-2 mel	melanoma	19	FALSE	5	1	6	19	268
VMRC-MELG	virginia mason research center-melanoma g	melanoma	NA	FALSE	36	0	36	NA	30
IGR-37	mm1	melanoma	700	FALSE	2	1	3	700	855
SK-MEL-2	sk-ml2	melanoma	1	FALSE	4	1	5	1	7089
UACC-62	uacc 62	melanoma	1710	FALSE	4	2	6	1710	2026
UACC-257	university of arizona cell culture-257	melanoma	NA	FALSE	30	3	33	NA	1259
UACC-257	uacc257	melanoma	149	FALSE	4	3	7	149	1259
CP50-MEL-B	cp50-mel-b	melanoma	2	FALSE	6	2	8	2	11
WM278	wm 278	melanoma	17	FALSE	2	3	5	17	244
RVH-421	rvh421	melanoma	20	FALSE	3	3	6	20	43
WM35	wm 35	melanoma	124	FALSE	2	2	4	124	1159
NCI-H929	nci-h929	myeloma	1260	FALSE	4	3	7	1260	3468
U266B1	u266	myeloma	6540	FALSE	1	3	4	6540	7620
AMO1	amo1	myeloma	158	FALSE	3	1	4	158	310
RPMI-8226	8226/s	myeloma	282	FALSE	1	4	5	282	18278
RPMI-8226	rpmi 8226	myeloma	4540	FALSE	4	4	8	4540	18278
RPMI-8226	rpmi-8226	myeloma	4540	FALSE	4	4	8	4540	18278
NCI-H929	nci h929	myeloma	1260	FALSE	4	3	7	1260	3468
Karpas-620	k620	myeloma	24	FALSE	1	3	4	24	159
KMS-12-BM	kms-12	myeloma	381	FALSE	3	2	5	381	1086
U266B1	u266bl	myeloma	19	FALSE	3	3	6	19	7620
U266B1	u266 b1	myeloma	49	FALSE	2	4	6	49	7620
JJN-3	jjn3	myeloma	526	FALSE	3	1	4	526	781
RPMI-8226	rpmi.8226	myeloma	4540	FALSE	4	4	8	4540	18278
EJM	ejm	myeloma	332	TRUE	3	0	3	NA	NA
RPMI-8226	simpson	myeloma	6570	TRUE	7	0	7	6570	18278
Karpas-620	karpas 620	myeloma	106	FALSE	6	3	9	106	159
Karpas-620	karpas620	myeloma	29	FALSE	6	3	9	29	159
U266B1	266 bl	myeloma	16	FALSE	2	3	5	16	7620
KMS-12-BM	kms-12bm	myeloma	70	FALSE	5	2	7	70	1086
LP-1	lp1	myeloma	432	FALSE	2	1	3	432	1077
L-363	l-363	myeloma	134	FALSE	1	3	4	134	577
RPMI-8226	rpmi no. 8226	myeloma	5	FALSE	6	4	10	5	18278
MOLP-8	molp-8	myeloma	131	FALSE	4	1	5	131	178
RPMI-8226	roswell park memorial institute 8226	myeloma	3	FALSE	28	4	32	3	18278
MM1.S	mm1-s	myeloma	650	FALSE	3	1	4	650	4207
KMS-12-BM	kms12-bm	myeloma	63	FALSE	5	2	7	63	1086
KMS-12-BM	kms12	myeloma	203	FALSE	3	2	5	203	1086
MM1.S	mm-1s	myeloma	1430	FALSE	3	1	4	1430	4207
MM1.S	mm1s	myeloma	687	FALSE	3	1	4	687	4207
KMS-11	kms11	myeloma	524	FALSE	3	2	5	524	986
NCI-H929	h-929	myeloma	34	FALSE	1	3	4	34	3468
KMS-11	kms-11	myeloma	462	FALSE	3	2	5	462	986
RPMI-8226	gm02132c	myeloma	1	FALSE	3	5	8	1	18278
U266B1	u266 bl	myeloma	11	FALSE	3	3	6	11	7620
RPMI-8226	rpmi-8226s	myeloma	13	FALSE	5	4	9	13	18278
Karpas-620	karpas-620	myeloma	106	FALSE	6	3	9	106	159
OPM-2	opm-2	myeloma	902	FALSE	3	1	4	902	1786
MM1.S	mm.1s	myeloma	1440	FALSE	3	1	4	1440	4207
OPM-2	opm2	myeloma	884	FALSE	3	1	4	884	1786
KMS-12-BM	kms 12 bm	myeloma	251	FALSE	5	2	7	251	1086
KMS-11	kms 11	myeloma	462	FALSE	3	2	5	462	986
L-363	l 363	myeloma	134	FALSE	1	3	4	134	577
RPMI-8226	8226	myeloma	5590	FALSE	0	4	4	NA	18278
MM1.S	mm1.s	myeloma	650	FALSE	3	1	4	650	4207
L-363	l363	myeloma	443	FALSE	1	3	4	443	577
RPMI-8226	rpmi #8226	myeloma	4550	FALSE	4	4	8	4550	18278
NCI-H929	h929	myeloma	2110	FALSE	1	3	4	2110	3468
SK-MM-2	sk-mm-2	myeloma	38	FALSE	4	1	5	38	156
NCI-H929	ncih929	myeloma	64	FALSE	4	3	7	64	3468
MOLP-8	molp8	myeloma	47	FALSE	4	1	5	47	178
RPMI-8226	gm 2132	myeloma	4	FALSE	2	4	6	4	18278
RPMI-8226	rpmi8226	myeloma	2170	FALSE	4	4	8	2170	18278
JJN-3	jjn-3	myeloma	255	FALSE	3	1	4	255	781
AMO1	amo-1	myeloma	152	FALSE	3	1	4	152	310
U266B1	u 266	myeloma	732	FALSE	1	3	4	732	7620
SK-MM-2	sk-mm2	myeloma	21	FALSE	4	1	5	21	156
KMS-12-BM	kms12bm	myeloma	118	FALSE	5	2	7	118	1086
LP-1	lp-1	myeloma	645	FALSE	2	1	3	645	1077
RPMI-8226	rpmi no 8226	myeloma	5	FALSE	6	4	10	5	18278
RPMI-8226	rpmi8226/s	myeloma	23	FALSE	5	4	9	23	18278
U266B1	u266s	myeloma	NA	FALSE	2	3	5	NA	7620
U266B1	u266-b1	myeloma	49	FALSE	2	4	6	49	7620
RPMI-8226	gm02132	myeloma	1	FALSE	2	5	7	1	18278
SK-MM-2	skmm-2	myeloma	30	FALSE	4	1	5	30	156
SK-MM-2	skmm2	myeloma	67	FALSE	4	1	5	67	156
RPMI-8226	rpmi 8226/s	myeloma	102	FALSE	5	4	9	102	18278
RPMI-8226	gm2132	myeloma	15	FALSE	2	4	6	15	18278
U266B1	u266b1	myeloma	253	FALSE	2	4	6	253	7620
KMS-12-BM	kms-12-bm	myeloma	251	FALSE	5	2	7	251	1086
U266B1	u-266	myeloma	732	FALSE	1	3	4	732	7620
CHP-134	chp134	neuroblastoma	208	FALSE	3	3	6	208	496
GOTO	goto	neuroblastoma	6290	FALSE	4	0	4	NA	NA
CHP-212	nb-9	neuroblastoma	125	FALSE	2	1	3	125	597
CHP-212	chp 212	neuroblastoma	290	FALSE	3	3	6	290	597
CHP-212	chp-212	neuroblastoma	290	FALSE	3	3	6	290	597
NB1	nb-i	neuroblastoma	98	FALSE	3	0	3	NA	1042
SK-N-FI	sknf1	neuroblastoma	6	FALSE	4	1	5	6	461
SK-N-AS	sk-n-as	neuroblastoma	1780	FALSE	5	0	5	1780	2059
SJNB-6	sjnb-6	neuroblastoma	32	FALSE	4	1	5	32	96
NB1	nb-1	neuroblastoma	738	FALSE	2	1	3	738	1042
NH-12	nh-12	neuroblastoma	46	FALSE	2	2	4	46	58
SK-N-BE(2)-M17	be2-m17	neuroblastoma	25	FALSE	3	3	6	25	595
LA-N-6	la-n-6(oan)	neuroblastoma	2	FALSE	6	1	7	2	255
SJNB-10	nb10-dh	neuroblastoma	NA	FALSE	4	2	6	NA	101
SJNB-6	sjnb6	neuroblastoma	17	FALSE	4	1	5	17	96
SK-N-SH	nsh	neuroblastoma	143	FALSE	3	0	3	NA	8834
SK-N-SH	sknsh	neuroblastoma	483	FALSE	5	0	5	483	8834
SJNB-13	nb13	neuroblastoma	22	FALSE	2	2	4	22	23
SJNB-12	nb12	neuroblastoma	40	FALSE	2	2	4	40	105
GI-ME-N	gimen	neuroblastoma	98	FALSE	5	0	5	98	285
SK-N-BE(2)-M17	be(2)m-17	neuroblastoma	11	FALSE	3	3	6	11	595
IMR-5	imr-05	neuroblastoma	8	FALSE	3	2	5	8	560
MHH-NB-11	mhh-nb-11	neuroblastoma	57	FALSE	5	2	7	57	79
SJNB-5	njf	neuroblastoma	55	FALSE	3	0	3	NA	76
SJNB-17	nb17	neuroblastoma	24	FALSE	2	2	4	24	27
SJNB-6	n2307l	neuroblastoma	3	FALSE	2	4	6	3	96
KP-N-RT-BM-1	kp-n-rt	neuroblastoma	50	FALSE	5	0	5	50	104
SJNB-10	sjnb10	neuroblastoma	20	FALSE	4	2	6	20	101
SJNB-5	sjnb-5	neuroblastoma	14	FALSE	4	1	5	14	76
NB69	nb 69	neuroblastoma	78	FALSE	2	2	4	78	444
CHP-212	nb9	neuroblastoma	51	FALSE	2	1	3	51	597
SK-N-FI	sknfi	neuroblastoma	49	FALSE	5	0	5	49	461
SJNB-7	sj-ncg	neuroblastoma	1	FALSE	5	0	5	1	131
SJNB-14	ncc	neuroblastoma	562	FALSE	3	0	3	NA	32
SK-N-BE(2)-M17	be(2)m17	neuroblastoma	467	FALSE	3	3	6	467	595
SJNB-5	nb5-dh	neuroblastoma	NA	FALSE	4	1	5	NA	76
Kelly	nb19-riken	neuroblastoma	NA	FALSE	7	2	9	NA	237
CHP-134	chp 134	neuroblastoma	288	FALSE	3	3	6	288	496
SJNB-12	sjnb-12	neuroblastoma	34	FALSE	4	2	6	34	105
LA-N-6	lan6	neuroblastoma	37	FALSE	3	1	4	37	255
NB(TU)1	nb (tu) 1-10	neuroblastoma	1	FALSE	4	3	7	1	17
NH-12	nh12	neuroblastoma	12	FALSE	2	2	4	12	58
NB(TU)1	nbtu110	neuroblastoma	NA	FALSE	4	3	7	NA	17
SJNB-12	sj-nb-12	neuroblastoma	5	FALSE	4	2	6	5	105
SJNB-17	sjnb17	neuroblastoma	2	FALSE	4	2	6	2	27
LA-N-6	lan-6	neuroblastoma	83	FALSE	3	1	4	83	255
SJNB-14	nb14-dh	neuroblastoma	NA	FALSE	4	2	6	NA	32
NB(TU)1	nb-tu-1-10	neuroblastoma	1	FALSE	4	3	7	1	17
Kelly	nb-19	neuroblastoma	174	FALSE	2	2	4	174	237
KP-N-YS	kpnys	neuroblastoma	2	FALSE	5	0	5	2	16
CHP-134	chp_134	neuroblastoma	NA	FALSE	3	3	6	NA	496
SJNB-17	sjnb-17	neuroblastoma	1	FALSE	4	2	6	1	27
ACN	acn	neuroblastoma	1040	FALSE	3	0	3	NA	NA
SJNB-10	nb10	neuroblastoma	49	FALSE	2	2	4	49	101
SJNB-17	nb17-dh	neuroblastoma	NA	FALSE	4	2	6	NA	27
SJNB-12	sjnb12	neuroblastoma	26	FALSE	4	2	6	26	105
NB69	nb69-riken	neuroblastoma	NA	FALSE	7	2	9	NA	444
SK-N-FI	sk-n-f1	neuroblastoma	98	FALSE	4	1	5	98	461
CHP-212	chp212	neuroblastoma	131	FALSE	3	3	6	131	597
NB1	nb1	neuroblastoma	304	FALSE	2	1	3	304	1042
SJNB-14	nb14	neuroblastoma	29	FALSE	2	2	4	29	32
SK-N-SH	sk n sh	neuroblastoma	8070	FALSE	5	0	5	8070	8834
SK-N-BE(2)-M17	sk-n-be(2)-m17	neuroblastoma	85	FALSE	6	3	9	85	595
SK-N-AS	sknas	neuroblastoma	237	FALSE	5	0	5	237	2059
SJNB-14	sjnb14	neuroblastoma	2	FALSE	4	2	6	2	32
SJNB-14	sjnb-14	neuroblastoma	1	FALSE	4	2	6	1	32
GI-ME-N	gimen1	neuroblastoma	2	FALSE	5	1	6	2	285
IMR-5	imr5	neuroblastoma	246	FALSE	3	1	4	246	560
NB(TU)1	nbtu1	neuroblastoma	5	FALSE	4	1	5	5	17
SJNB-10	sjnb-10	neuroblastoma	22	FALSE	4	2	6	22	101
IMR-5	imr 5	neuroblastoma	299	FALSE	3	1	4	299	560
SJNB-6	nb6-dh	neuroblastoma	NA	FALSE	4	1	5	NA	96
KP-N-RT-BM-1	rt-bm 1	neuroblastoma	19	FALSE	4	1	5	19	104
NB(TU)1	nb(tu)1	neuroblastoma	11	FALSE	4	1	5	11	17
NB69	nb-69	neuroblastoma	78	FALSE	2	2	4	78	444
KP-N-RT-BM-1	kp-n-rt-bm	neuroblastoma	7	FALSE	7	0	7	7	104
SJNB-5	nb5	neuroblastoma	58	FALSE	2	1	3	58	76
SK-N-SH	sk-n-sh	neuroblastoma	8070	FALSE	5	0	5	8070	8834
SJNB-13	sjnb13	neuroblastoma	1	FALSE	4	2	6	1	23
KP-N-RT-BM-1	rt-bm	neuroblastoma	25	FALSE	4	0	4	25	104
SK-N-DZ	skndz	neuroblastoma	53	FALSE	5	0	5	53	665
Kelly	kelly	neuroblastoma	13600	FALSE	5	0	5	NA	237
SK-N-AS	skn-as	neuroblastoma	42	FALSE	5	0	5	42	2059
KP-N-RT-BM-1	rt-bm-1	neuroblastoma	19	FALSE	4	1	5	19	104
IMR-5	imr-5	neuroblastoma	299	FALSE	3	1	4	299	560
GI-ME-N	gi-me-n	neuroblastoma	185	FALSE	5	0	5	185	285
NBsusSR	nbsussr	neuroblastoma	2	FALSE	7	0	7	2	2
SJNB-10	sj-nb-10	neuroblastoma	10	FALSE	4	2	6	10	101
CHP-126	chp-126	neuroblastoma	132	FALSE	3	3	6	132	197
SJNB-7	sjnb-7	neuroblastoma	17	FALSE	4	1	5	17	131
KP-N-YN	kp-n-yn	neuroblastoma	19	FALSE	5	0	5	19	21
KP-N-YN	kpnyn	neuroblastoma	2	FALSE	5	0	5	2	21
SJNB-7	nb7	neuroblastoma	102	FALSE	2	1	3	102	131
NB(TU)1	nb(tu)1-10	neuroblastoma	1	FALSE	4	3	7	1	17
NB69	nb69	neuroblastoma	365	FALSE	2	2	4	365	444
MHH-NB-11	mhhnb11	neuroblastoma	7	FALSE	5	2	7	7	79
SJNB-6	nb6	neuroblastoma	39	FALSE	2	1	3	39	96
LA-N-6	la-n-6	neuroblastoma	133	FALSE	3	1	4	133	255
SK-N-FI	sk-n-fi	neuroblastoma	308	FALSE	5	0	5	308	461
SJNB-13	nb13-dh	neuroblastoma	NA	FALSE	4	2	6	NA	23
SK-N-FI	sk_n_fi	neuroblastoma	NA	FALSE	5	0	5	NA	461
SK-N-DZ	sk-n-dz	neuroblastoma	612	FALSE	5	0	5	612	665
SJNB-6	sj-nb-6	neuroblastoma	5	FALSE	4	1	5	5	96
Kelly	nb19	neuroblastoma	63	FALSE	2	2	4	63	237
NB69	nb_69	neuroblastoma	1	FALSE	2	2	4	1	444
SK-N-SH	skn-sh	neuroblastoma	194	FALSE	5	0	5	194	8834
SK-N-SH	sk-nsh	neuroblastoma	87	FALSE	5	0	5	87	8834
SJNB-13	sjnb-13	neuroblastoma	NA	FALSE	4	2	6	NA	23
KP-N-RT-BM-1	kp-n-rt-bm-1	neuroblastoma	2	FALSE	7	1	8	2	104
SJNB-5	sj-nb5	neuroblastoma	NA	FALSE	4	1	5	NA	76
MHH-NB-11	mhh-nb11	neuroblastoma	15	FALSE	5	2	7	15	79
IMR-5	institute for medical research-5	neuroblastoma	7	FALSE	27	1	28	7	560
